recipeID,recipeName,recipeType,recipeMaterialId,recipeMaterial,recipeCount,recipePrepartion,recipeCooking,recipeDescription
418,"Beklemeden, Yumuşacık: Mayasız Peynirli Poğaça",POĞAÇA TARİFLERİ,"['99', '23', '9', '176', '185', '123', '121', '144', '8', '9', '57']","['un', 'ılık süt', 'yumurta', 'sıvı yağ', 'tuz', 'toz şeker', 'kabartma tozu', 'tuzsuz beyaz peynir', 'doğranmış maydanoz', 'yumurta sarısı', 'susam ve çörek otu karışımı']",17 adet,20 dakika,25 dakika,"Geniş bir yoğurma kasesine un hariç tüm malzemeleri kaba aktarın.Aktardığınız malzemeleri karıştırın.Ardından unu azar azar ekleyin ve yoğurmaya başlayın.Yoğurduğunuz hamurun üzerine streç film çekip 15 dakika dinlendirin.İç harcı için peynir ve maydanozu bir kapta karıştırın.Dinlenen hamurdan yaklaşık 16-17 adet beze hazırlayın.Elinizle her bir bezeye yuvarlak şekil verip, orta kısmına peynirli harçtan ekleyip yarım ay şeklinde kapatın. Poğaçalar pişerken açılmaması için kürdan veya çatal yardımıyla kenarları sağlamlaştırın.Pişirme kağıdı serdiğiniz fırın tepsisine poğaçaları yerleştirin.Her birinin üzerine yumurta sarısı sürün ve çörek otu- susam karışımından serpiştirin.Önceden ısıtılmış 190 derece fırında kontrollü olarak yaklaşık 20- 25 dakika kadar pişirin.Piştikten sonra oda sıcaklığında 5-10 dakika bekletip, sevdiklerinizle afiyetle tüketin.Afiyetler olsun!"
419,Yeni Favoriniz Olacak: Dalgona Kahvesi,İÇECEK TARİFLERİ,"['25', '123', '144', '23']","['granül kahve', 'toz şeker', 'sıcak su', 'soğuk süt']",1 kişilik,17 dakika,0 dakika,"Bir kaseye granül kahveyi, şekeri ve sıcak suyu alın.Bir yumurta çırpıcısı ya da tel çırpıcı ile çırpmaya başlayın. Başta koyu renkte olacaktır.Yaklaşık 6 dakika çırptıktan sonra rengi açılacaktır. Çırpmaya devam edin.15-16 dakika sonunda katı kıvama gelince çırpma işlemini sonlandırın.Bir bardağa birkaç parça buz koyun.Sütü buzların üzerine dökün. (Dilerseniz bu aşamada, sütün üzerine espresso da ekleyebilirsiniz.)En son üzerine hazırladığınız kahveli kremayı ekleyin.Dilediğiniz gibi servis edebilirsiniz. Afiyet olsun."
421,Sünger Kek: Pandispanya,TATLI KEK TARİFLERİ,"['9', '123', '176', '94', '23', '42', '121', '190', '99']","['yumurta', 'toz şeker', 'sıvı yağ', 'limon suyu', 'süt', 'nişasta (mısır veya buğday nişastası)', 'kabartma tozu', 'vanilin', 'un']",10 dilim,15 dakika,40 dakika,"Derin iki kaba yumurta beyazları ve yumurta sarılarını ayırın. Yumurta beyazının üzerine tuz ve şeker miktarının yarısı kadarını ekleyin.Mikser yardımıyla yüksek devirde yaklaşık 10 dakika kadar çırpın.Çırptığınız yumurta beyazlı karışımın son hali parlak, kar beyaz renginde ve tok bir kıvamda olacak.Ayrı bir kapta bekleyen yumurta sarılarının üzerine kalan toz şekeri ekleyin ve mikser ile rengi açılıp kremsi bir kıvama gelinceye kadar çırpın.Çırpmış olduğunuz yumurta sarısı ve toz şekerli karışımın üzerine süt, limon suyu ve sıvı yağı ekleyin, birkaç dakika daha çırpmaya devam edin.Ayrı bir kaba tüm kuruları, yani un, kabartma tozu, vanilin ve nişastayı ekleyin. Ardından çırptığınız 4. adımdaki kek karışımının üzerine kuru karışımı eleyin.Bir spatula yardımıyla alttan üste doğru katlayarak, sanki elinizde 8 hareket çizer gibi yavaşça karıştırın.Ardından 1. aşamada hazırlamış olduğunuz yumurta beyazlı karışımın 3 aşamada ilave edin yine aynı yöntemle katlayarak karıştırın. Bu aşamada çok fazla karıştırma işlemi yapmamaya özen gösterin ki hamur sönmesin. Un topakları görünmeyene kadar karıştırmanız yeterli olacak.Kek kalıbına tüm harcı dökün ve alt üst ayarda, 170 derece ısıda 40 dakika kontrollü olarak pişirin. Soğuduktan sonra keki katlarına ayırmak için kesin.Afiyet olsun."
422,Kahvaltılar Şenlendi: Peynirli Maydanozlu Popover,KAHVALTILIK TARİFLERİ,"['9', '23', '99', '185', '8', '188']","['yumurta', 'süt', 'un', 'tuz', 'maydanoz', 'beyaz peynir']",12 adet,5 dakika,25 dakika,"Yumurta ve sütü bir kaba alarak çırpma teliyle çırpın.Unu ve tuzu ekleyerek güzelce karıştırın.İnce kıydığınız maydanozları da ekleyip karıştırın.Hamur dinlenirken fırını 200 dereceye ayarlayın ve fırın ısındığında muffin kalıbını fırına koyarak 2 dakika boyunca ısıtın.Fırından çıkardığınız kalıbı hızlı bir şekilde yağlayıp, karışımı kalıbın yarısını biraz geçecek şekilde kalıba paylaştırın.Beyaz peyniri ufalayarak karışımın üzerine ekleyin.200 derece fırında 10 dakika pişirdikten sonra ısıyı 180 dereceye düşürerek 20 dakika daha pişirin ve soğutmadan afiyetle tüketin."
423,Var mı Sulu Yemek Sevmeyen: Nohut,BAKLİYAT TARİFLERİ,"['178', '135', '102', '39', '3', '1', '189', '195', '127', '185']","['kuşbaşı dana eti', 'nohut (önceden suda bekletilmiş)', 'tereyağı', 'zeytinyağı', 'orta boy kuru soğan', 'domates salçası', 'biber salçası', 'toz kırmızı biber', 'karabiber', 'tuz']",5 kişilik,1 saat,1.5 saat,"Yıkayıp fazla suyunu süzdürdüğünüz dana etini derin bir tencereye alın. Üzerini örtecek kadar su ilavesiyle orta ateşte 30-35 dakika kadar haşlayın.Etin haşlandığı sırada cinsine ve tazeliğine göre bir gece önceden suya bastığınız nohudu, süzdükten sonra üzerini geçecek kadar içme suyu ilavesiyle kısık ateşte, aynı sürede haşlayın.Kuru soğanları küçük parçalar halinde yemeklik doğrayın. Haşlanan kuşbaşı dana etlerini, bir kevgir yardımıyla çıkartın. Nohudun haşlama suyunu süzün.Tereyağı ve zeytinyağını geniş bir tencerede kızdırın. Yemeklik doğradığınız kuru soğanları hafif bir renk alana kadar soteleyin. Domates ve biber salçalarını ekleyin.Toz kırmızı biber, tuz ve karabiber kattığınız salçalı ve soğanlı sosa sıcak et suyunu ilave edin. Haşladığınız nohut ve dana etini ekleyin.Tüm malzemelerini eklediğiniz etli nohut yemeğini, kısık ateşte yaklaşık 30 dakika kadar bu şekilde pişirdikten sonra sıcak olarak servis tabaklarına alın. Turşuyla birlikte sevdiklerinizle paylaşın."
425,Turşusundan da Güzel: Kırmızı Köz Biber Kızartması,MEZE TARİFLERİ,"['194', '188', '8', '185', '127', '9', '99', '34', '96', '54']","['kapya biber', 'lor peyniri', 'maydanoz', 'tuz', 'taze çekilmiş tane karabiber', 'yumurta sarısı', 'un', 'ayçiçek yağı', 'sarımsak', 'sirke']",5 adet,10 dakika,20 dakika,"Bol suda yıkayıp kuruladığınız kırmızı biberi fırında ya da ocak üzerinde közleyin. Közlenen biberin kabuklarını soyup sap ve iç kısmında bulunan çekirdekli kısmı çıkartın.İç dolgusu için; maydanozları incecik kıyın. Lor peyniri, taze çekilmiş tane karabiber ve tuzla karıştırın.Biberin iç kısmını hazırladığınız peynirli dolgu harcıyla boşluk kalmayacak şekilde doldurun. Ağız kısımlarını içe doğru kıvırdıktan sonra kapatın.Yumurta sarısını geniş bir kapta çırpın. Unu düz bir tabağa alın.Ayçiçek yağını sığ bir tavada kızdırdıktan sonra öncelikle yumurta sarısına sonra una buladığınız kırmızı biberi, arkalı önlü ters çevirerek kızartın.Servis tabağına aldığınız biberi, incecik kıyılmış sarımsakla karıştırdığınız sirkeli sosla servis edin. Sevdiklerinizle paylaşın."
426,"Çabuk Hazırlanıyor, Kıvamı Hayranlık Veriyor: Kolay Islak Kek",TATLI KEK TARİFLERİ,"['9', '123', '34', '23', '12', '99', '121', '168']","['yumurta', 'toz şeker', 'ayçiçek yağı', 'süt', 'kakao', 'un', 'kabartma tozu', 'vanilya']",9 dilim,10 dakika,20 dakika,"Yumurtaları bir kaba kırın ve üstüne şekeri ekleyin. Bir mikser yardımıyla köpük köpük olana deki, yaklaşık 5 dakika boyunca çırpın.İçine sıvı yağı, sütün yarısını ve kakaoyu ekleyin ve tekrar karıştırın. Kalan yarım bardak sütü bir kenara ayırın. Hazırladığınız bu karışımdan da ½ su bardağı kadarını bir kenara ayırın.Kalan karışıma unu, kabartma tozunu ve vanilyayı ekleyin ve 2 dakika daha mikserle çırpın.Hazırladığınız kek hamurunu, sadece dibini yağladığınız kare bir fırın kabına boşaltın. Önceden ısıtılmış 180 derece fırında yaklaşık 20 dakika pişirin.Keki fırından aldıktan sonra dilimleyin ve bir kenara ayırdığınız kakaolu karışımla, kalan sütü birletirip, karıştrın ve sıcak kekin üstüne gezdirin. Gezdirirken tüm kekin ıslanmasına dikkat edin.Kek, tüm sıvıyı çekip, soğuduktan sonra, üstünü Hindistan cevizi ile süsleyerek servis edin."
427,Lezzeti ve Şifası Suyunda: Et Haşlama,ET TARİFLERİ,"['178', '4', '43', '3', '144', '94', '99', '185', '127', '8']","['iri parça kuzu eti', 'orta boy patates', 'orta boy havuç', 'kuru soğan', 'su', 'taze sıkılmış limon suyu', 'un', 'tuz', 'tane karabiber', 'maydanoz']",5 kişilik,30 dakika,1 saat,"Kuzu etini su ile birlikte geniş bir tencereye alın ve orta ateşte pişirmeye başlayın.Tencere yüzeyine çıkan köpükleri bir kevgir yardımıyla alın.Kabuğunu soyduğunuz patatesleri ortadan 2-3 parçaya bölün. Kuru soğanları iri parçalar halinde kesin. Kabuklarını incecik soyduğunuz ya da üzerini kazıdığınız havuçları iri parçalar halinde doğrayın.Yumuşayana kadar pişen etlere doğranmış sebzeleri ekleyin.Ardından baharatları ilave edin.Limon suyunu da ekledikten sonra, kapağını kapatarak kısık ateşte pişirmeye devam edin. Arada sırada kontrol ederek sebzeler yumuşayana dek pişirin.Sebzeler pişip yumuşamaya başlayınca yemeğin kendi suyuyla açmış olduğunuz unu ekleyip karıştırdıktan sonra tencereye aktarın.Etle birlikte pişen sebzeler de yumuşayıp sosu hafif bir kıvam aldığında incecik kıyılmış maydanoz yaprakları katın.Çorbayı sıcak şekilde, dilimlenmiş limonla servis edin. Şifa olsun!"
429,Klasiklere Alternatif: Soya Soslu Tavuk,TAVUK TARİFLERİ,"['68', '139', '96', '194', '196', '3', '166', '39']","['tavuk göğsü', 'soya sosu', 'sarımsak', 'kapya biber', 'çarliston biber', 'soğan', 'zencefil', 'sıvı yağ (ya da zeytinyağı)']",4 kişilik,15 dakika,25 dakika,"Tavukları sotelik doğrayın ve sarımsak, zencefil ve soya sosu ile karıştırıp birkaç saat buzdolabında dinlendirin.Sebzeleri julyen doğrayın ve sıvı yağ ile kızdırdığınız bir tavada soteleyin.Bir başka tavada soya sosunda marine ettiğiniz tavukları kavurun. Bu aşamada zencefilleri içinden çıkarmayı unutmayın.Tavuklar suyunu çekince sebzeleri tavaya ekleyin ve hepsini birlikte biraz daha soya sos ekleyerek kavurun.Tüm malzemeler güzelce kavrulunca servis edebilirsiniz. Afiyet olsun."
431,Mezelerin En Pratiği: Kırmızı Biber Sarması,MEZE TARİFLERİ,"['194', '4', '188', '35', '185', '127', '96', '54', '39', '94', '185']","['kırmızı kapya biber', 'patates', 'beyaz peynir', 'ince doğranmış dereotu', 'tuz', 'karabiber', 'sarımsak', 'elma sirkesi', 'sızma zeytinyağı', 'limonun suyu', 'tuz']",12 adet,10 dakika,30 dakika,"Biberleri közlemek için yıkayın, kurulayın ve ortalarına bıçakla birer küçük yarık açtıktan sonra, yağlı kağıt serdiğiniz bir fırın tepsisine yanyana dizin.Önceden ısıtılmış 200 derece fırında yaklaşık 15 dakika pişmeye bırakın.Közlenmiş olan biberlerin dış kabuklarını elinizle hafifçe sıyırarak soyun ve çekirdeklerini çıkartıp, her bir biberi boyuna olacak şekilde ortadan ikiye bölün.İç dolgusu için; patatesleri haşlayın, soyun ve ezerek püre haline getirin.Püre haline getirdiğiniz patateslerin üstüne peyniri rendeleyin, ince doğranmış dereotunu ilave edin, tuz ve karabiberini de ekledikten sonra güzelce karıştırın.Her bir biberin yarısını iç tarafı yukarı gelecek şekilde önünüze alın. Biberin daha kalın olan kısmına iç dolgusundan bir miktar koyun ve rulo yaparak sarın.Hazırladığınız kırmızı biber sarmalarını bir servis tabağına alın.Sosu için; zeytinyağını, limon suyunu ve sirkeyi bir kaba alıp içine sarımsakları rendeleyin. Tuz da ilave edip güzelce karıştrın.Hazırladığınız sosu , servis tabağına aldığınız kırmızı biber sarmalarının üstüne gezdirin. Ilık ya da soğuk olarak servis edin."
432,Beşamel Soslu: Ispanak Graten,SEBZE TARİFLERİ,"['40', '3', '176', '185', '127', '23', '99', '102', '187']","['ıspanak (ayıklanmış ve temizlenmiş)', 'soğan', 'sıvı yağ', 'tuz', 'karabiber', 'süt', 'un', 'tereyağı', 'rendelenmiş kaşar peyniri']",6 kişilik,20 dakika,20 dakika,Ispanakları güzelce yıkadıktan sonra süzülmesi için bekletin. Soğanları doğrayın ve tavaya alın. Üzerine 1 yemek kaşığı zeytinyağı ekleyerek kavurmaya başlayın.Üzerine küçük parçalara böldüğünüz ıspanakları ekleyip biraz kavurun ama ıspanaklar çok ölmesin.Ardından ocaktan alıp soğumaya bırakın.Ayrı bir sos tavasında unu kavurun.Kokusu çıkınca azar azar sütü ekleyin.Tuz karabiber de ekleyip ıspanağın üstüne dökün.İkisini harmanlayıp fırın kabınıza alın. Üzerine kaşar peyniri rendesi ekleyin ve fırına verin.180 derecede önceden ısıtılmış fırında 15 dakika kadar pişirin. Kaşar peyniri göz göz eriyince fırından alın.Biraz dinlendikten sonra dilimleyerek servis edin. Afiyetler olsun.
433,Sıcak Başlangıç: Bal Kabağı Çorbası,ÇORBA TARİFLERİ,"['49', '4', '43', '144', '176', '3', '96', '144', '23', '185', '127', '169']","['bal kabağı (iri dilim)', 'patates', 'havuç', 'su', 'sıvı yağ', 'soğan', 'sarımsak', 'et suyu', 'süt', 'tuz', 'karabiber', 'zerdeçal']",5 kişilik,15 dakika,30 dakika,"Tüm malzemeleri küp şeklinde doğrayarak çorba yapımına başlayın. Tavaya yağ ekleyin ve soğanları, sarımsakları, havuçları ekleyip kavurun.Doğranmış kabakları ve rendelenmiş patatesleri bir tencereye alın, üzerine sıcak suyu ekleyip kaynatın.Kavurduğunuz soğanlı karışımın üzerine, bal kabaklı karışımı ekleyin ve karıştırarak pişirin.Kavurduğunuz harcı tencereye ekleyip kaynatmaya devam edin. Et suyu ve tuzu ilave edip, sebzeler yumuşayana kadar pişirin. Çorbayı blenderdan geçirin.Ardından sütü ilave edip güzelce karıştırın. Dilerseniz sütü sebzeleri çekmeden de ilave edebilirsiniz.Zerdeçal, tuz ve karabiberi ekleyip 5 dakika daha kaynatın.Ardından sıcak sıcak servis edin. Afiyetler olsun!"
434,Hamuru Kıskandırır: Patates Mantısı,SEBZE TARİFLERİ,"['4', '185', '183', '127', '8', '41', '3', '1', '8', '185', '127', '176', '24', '102', '1', '38']","['patates', 'tuz (azaltıp arttırılabilir)', 'pul biber', 'karabiber', 'maydanoz', 'dana kıyma', 'soğan', 'domates', 'maydanoz (arzuya göre)', 'tuz (azaltıp arttırılabilir)', 'karabiber', 'sıvı yağ', 'çırpılmış yoğurt', 'tereyağı', 'domates püresi', 'nane']",5 kişilik,20 dakika,30 dakika,"Haşlanmış patatesleri bir kasede püre haline getirin.Tuz, karabiber, pul biber ve kıyılmış maydanozları da patatesin üzerine ilave edip iyice karıştırın.Hazırladığınız patates püresinden, cevizden biraz daha büyük parçalar alarak yuvarlayın.Ortasına parmağınızla bastırıp çanak şeklini verin ve servis tabağına alın.Bir tavada  sıvıyağını kızdırın. Üzerine soğanları ekleyip pembeleşinceye kadar kavurun.Kıymayı da ekledikten sonra suyunu salıp çekene kadar kavurun.Rendelenmiş domatesleri kıymalı harcın içerisine ekleyip baharatlarını koyun.Kıymalı harcı ocaktan almadan önce kıyılmış maydanozları ekleyip karıştırın ve ocaktan alın.Kıymalı harcı patates çanaklarının içerisine doldurun.Çırpılmış yoğurdu patateslerin üzerine birer kaşık ekleyip, bir tavada kızdırdığınız tereyağ, domates püresi ve kuru naneyi üzerine dökerek servis edin."
435,Antep Mutfağından Miras: Kabaklama,YÖRESEL TARİFLER,"['96', '3', '178', '5', '135', '144', '176', '1', '72', '185', '127', '183', '48', '38', '39']","['sarımsak', 'soğan', 'kuşbaşı dana eti', 'kabak', 'haşlanmış nohut', 'sıcak su', 'sıvı yağ', 'domates salçası', 'sumak ekşisi (yoksa nar ekşisi)', 'tuz', 'karabiber', 'pul biber', 'kekik', 'nane', 'zeytinyağı']",7 kişilik,15 dakika,35 dakika,"Nohut ve eti ayrı ayrı haşlayıp bekletin.Soğanları yemeklik doğrayın, kabakları küp şeklinde doğrayın.Geniş bir tencerede soğanları sıvı yağda kavurmaya başlayın, soğanlar rengini salınca içerisine kabakları ekleyin. Ardından salçayı da ilave edin. Biraz da kabakla kavurduktan sonra üzerine 3 su bardağı sıcak su veya varsa dana kemik suyu ekleyin. Bu şekilde kabakların yumuşamasını bekleyin. Lakin bütün bu işlemleri kısık ateş de gerçekleştirin.Kabaklar biraz yumuşayınca nohut ve eti ekleyin. Sarımsakları ise küçük parçalara keserek ekleyin.Üstünü geçmeyecek kadar su koyup, kısık ateş de pişmeye bırakın.Kabaklar piştikten sonra sumak suyunu ekleyin. Ardından ocağın altını kapatın.Bir tavada zeytinyağını dilerseniz tereyağını kızdırıp içerisine bolca nane serpin ve yemeğin üzerine gezdirin. Afiyet olsun."
436,Ağızda Dağılan: Anne Poğaçası,POĞAÇA TARİFLERİ,"['9', '9', '102', '188', '24', '8', '176', '121', '185', '99', '9', '170', '185']","['yumurta', 'yumurta beyazı', 'oda sıcaklığında tereyağı', 'beyaz peynir', 'yoğurt', 'maydanoz', 'sıvı yağ', 'kabartma tozu', 'tuz', 'un', 'yumurta sarısı', 'çörek otu', 'tuz']",25 adet,15 dakika,25 dakika,"Derince bir kabın içinde peyniri ve tereyağını bir çatal yardımıyla ezerek güzelce karıştırın.Un haricindeki diğer malzemeleri ve ince ince doğranmış maydanozları ekleyin ve güzelce karıştırın.Unu azar azar ilave ederek güzelce yoğurun ve hafif ele yapışan, yumuşak bir hamur elde edin.Hazırladığınız hamurdan ceviz büyüklüğünde parçalar kopartın, elinizle yuvarlayarak yağlı kağıt serilmiş fırın tepsisine yerleştirin.1 adet yumurtanın sarısını bir çimdik tuz ile güzelce çırpın ve bir fırça yardımıyla hazırladığınız poğaçaların üstüne sürün.Üstlerine çörek otu serpiştirin.Önceden ısıtılmış 180 derece fırında üstleri kızarana dek yaklaşık 25 dakika pişirin. Ilık ya da soğuk olarak servis edin."
440,Kızarmış Ekmekle Nefis Olur: Kahvaltılık Sos,KAHVALTILIK TARİFLERİ,"['1', '96', '194', '7', '8', '54', '39', '185']","['domates', 'sarımsak', 'kapya biber', 'sivri biber', 'maydanoz', 'elma sirkesi', 'zeytinyağı', 'kaya tuzu']",2 büyük kavanoz,25 dakika,20 dakika,"Domatesleri güzelce yıkayın, kabuklarını soyun ve mutfak robotundan ektikten sonra bir tencereye alın.Tencerenin altını açın ve o sırada biberleri temizleyip sarımsaklarla birlikte aynı şekilde robottan çekin ve tencereye ekleyin.Suyunu çekip koyulaşmaya başladıktan sonra içine sirke zeytinyağı ve tuzu ekleyin. Maydanozu ince ince doğradıktan sonra onu da ekleyin. Bir kez daha karıştırdıktan sonra ocağın altını kapatın.Sterilize ettiğiniz kavanozlara sıcak sıcak doldurun ve kapağını kapatıp ters çevirin ve soğuyana dek bu şekilde bekletin. Soğuduktan sonra dilediğiniz şekilde servis edin."
442,Ninelerimizden Miras: Portakallı Köy Kurabiyesi,TATLI KURABİYE TARİFLERİ,"['9', '123', '176', '73', '73', '24', '99', '128', '121', '9', '47']","['yumurta', 'toz şeker', 'sıvı yağ', 'portakal suyu', 'portakal kabuğu rendesi', 'yoğurt', 'un', 'karbonat', 'kabartma tozu', 'yumurta sarısı', 'dövülmüş fındık']",1 büyük tepsi,15 dakika,25 dakika,"Geniş bir karıştırma kasesinde yumurta ve şekeri, şeker eriyene dek çırpın.Üzerine sıvı yağ, portakal suyu, portakal kabuğu rendesi ve yoğurdu ekleyip karıştırmaya devam edin.Üzerine karbonat, kabartma tozunu ekledikten sonra unu da azar azar ilave ederek karışıma güzelce yedirin ve yumuşak, ele yapışan bir hamur elde edin.Ellerinizi yağlayarak hamurdan mandalina büyüklüğünde parçalar koparın ve hamurları pişirme kağıdı serili fırın tepsisine yerleştirin.Hamurların üzerine yumurta sarısı sürdükten sonra tam orta kısımlarına bıçakla artı şeklinde iz verin.Son olarak dövülmüş fındık serpiştirin ve 180 derece fırında 25 dakika pişirin.Pişen kurabiyeleri oda sıcaklığında dinlendirdikten sonra sevdiklerinizle afiyetle tüketin."
445,Lezzeti Şaşırtır: Çerkez Tavuğu,MEZE TARİFLERİ,"['68', '144', '96', '185', '79', '46', '68', '127', '176', '195']","['bütün tavuk', 'su', 'sarımsak', 'tuz', 'ceviz içi', 'bayat ekmek içi', 'tavuk suyu', 'karabiber', 'sıvı yağ', 'toz kırmızı biber']",4 kişilik,40 dakika,40 dakika,"Sarımsakları tuz ilavesiyle havanda dövün.Ayıklanmış ceviz içlerini katıp havanda dövme işlemini sürdürün.Ufalanmış bayat ekmek içlerini azar azar eklenen tavuk suyuyla yumuşatın.Yumuşayan ekmek içinin üzerine havanda dövdüğünüz sarımsaklı ceviz karışımını ekleyip karıştırın. Karabiberle tatlandırın.Kemik ve derilerini ayıkladığınız tavuğu, ince uzun parçalar halinde didikleyin. Tel tel ditilmiş tavuk etleriyle cevizli karışımı ve bayat ekmek içini karıştırın. Hazırladığınız çerkez tavuğunu bir servis tabağına aktarın.Arzuya göre küçük bir tavada kızdırdığınız sıvı yağa toz kırmızı biber katıp karıştırdıktan sonra üzerine gezdirin. Bir tutam doğranmış taze kişniş ile servis edebilirsiniz. Afiyet olsun!"
446,Keyif Zamanı: Patates Cipsi,TUZLU ATIŞTIRMALIK TARİFLERİ,"['4', '144', '185', '54', '176']","['patates', 'soğuk su', 'tuz', 'sirke (arzuya göre)', 'sıvı yağ']",3 kişilik,20 dakika,10 dakika,"İyice yıkadığınız patateslerin kabuklarını soyun. Mandolini en ince ayarına getirip patatesleri incecik ve halka halka doğrayın. Soyduğunuz patatesleri derin bir kaba alın, soğuk su, sirke ve tuz ekleyip 15 dakika bekletin.Patatesleri güzelce kurulayın. Kızgın yağda patates ciplerini kızartın. İnce olduğu için hemen kızaracak.Kızaran patates cipslerini bir süzgeç yardımıyla havlu kağıt serpili bir tabağa alıp fazla yağını çekmesini sağlayın. Arzuya göre üzerine tuz serpin.Sevdiğiniz cips sosları ile servis edin. Afiyet olsun!"
447,Sünger Dokulu: Cevizli Kek,TATLI KEK TARİFLERİ,"['9', '123', '102', '23', '79', '99', '168', '121', '102']","['yumurta', 'esmer şeker', 'tereyağı', 'süt', 'ceviz içi', 'un', 'vanilya', 'kabartma tozu', 'tereyağı']",12 dilim,15 dakika,40 dakika,"Yumurtaları, esmer şeker ile şeker eriyene kadar karıştırın.Oda sıcaklığında beklettiğiniz tereyağını katıp, 1 dakika boyunca çırpmaya devam edin.Sütü ilave edin. Böylelikle tüm sıvı malzemeyi karıştırın.Un, kabartma tozu ve vanilyayı eleyin.Unu ekleyerek, mikserin yavaş ayarında un karışana dek çırpın.Ceviz içlerini iri parçalar halinde kırın. Tahta bir kaşık ya da spatula yardımıyla karıştırın.Tereyağı ile yağlayıp, unladığınız kek kalıbına kek harcını boşaltın. Üzerine kırılmış ceviz ve esmer şeker serpin. Önceden ısıtılmış 170 derece fırında 40 dakika kadar pişirin.Pişen keki, fırında dinlendirdikten sonra kalıptan çıkartın. Keskin bir bıçak yardımıyla dilimledikten sonra çayın yanında sevdiklerinizle paylaşın."
448,Nefis Kıvamlı: Muhallebili İncir Tatlısı,SÜTLÜ TATLI TARİFLERİ,"['9', '116', '79', '99', '121', '163', '123', '25', '123', '144', '123', '23', '99', '109', '102', '14']","['yumurta', 'kuru incir', 'iri çekilmiş ceviz içi', 'un', 'kabartma tozu', 'toz tarçın', 'toz şeker', 'hazır toz kahve', 'toz şeker', 'ılık su', 'toz şeker', 'süt', 'un', 'nişasta', 'tereyağı', 'krem şanti']",6 kişilik,20 dakika,25 dakika,"Öncelikle kuru incirleri bir kasenin içinde ılık suda yaklaşık 10 dakika bekletin. İncirler yumuşadıktan sonra sudan çıkartın ve minik minik doğrayın.Bir çırpma kabında toz şeker ve yumurtaları köpük köpük olana dek çırpın. Üzerine un ve kabartma tozunu eleyerek ilave edin.Doğranmış kuru incirleri, cevizleri ve tarçını da ilave edip güzelce karıştırın.Keki, zeminine pişirme kağıdı serdiğiniz bir fırın kabına alın ve önceden ısıtılmış 180 derece fırında 25 dakika pişirin.Bu sürenin sonunda bir çatal yardımıyla pişip pişmediğini kontrol edin. Piştiyse fırından alın ve soğumaya bırakın.Kek fırında pişerken siz de muhallebisini hazırlayın. Muhallebi için gereken toz krem şanti hariç tüm malzemeleri bir tencerede karıştırın.Ocağın altını açın ve koyulaşana dek pişirin. Pişip fokur fokur kaynamaya başlayınca 3 dakika daha karıştırın ve ateşten alın.İçine hemen toz krem şantiyi ilave edip, güzelce karıştırın. Muhallebi hazır.Şeker, kahve ve ılık suyu karıştırarak (pişirmeden) hazırladığınız şerbeti, fırından çıkarttığınız kekin üzerinde gezdirin.Kek ılık olursa şerbeti daha güzel emecektir.Şerbetle ıslattığınız kekin üzerine muhallebiyi sıcak olarak dökün ve güzelce yayın. Kendi halinde soğumaya bırakın ve soğuduktan sonra bir süre de buzdolabında dinlendirip, daha sonra servis edin.Servis ederken toz tarçın ve çekilmiş cevizle süsleyebilirsiniz."
450,Püf Noktaları da Var: Kremalı Makarna,MAKARNA TARİFLERİ,"['61', '185', '20', '127', '185', '104', '187']","['makarna', 'tuz', 'krema', 'karabiber', 'tuz', 'kuru fesleğen', 'rendelenmiş kaşar peyniri']",4 kişilik,5 dakika,10 dakika,"Geniş bir tencerenin yarısına gelecek kadar su doldurun ve kaynamaya bırakın.Kaynadığında içine tuzu atın ve 1-2 tur karıştırın.1 paket makarnayı da kaynayan suya ekleyin ve makarna paketinde yazan pişirme süresi kadar haşlamaya bırakın. Makarna haşlandığında suyunu süzün ve kenarda bekletin.Bu sırada bir tavaya kremayı ekleyip kısık ateşte ısıtmaya başlayın.İçerisine tuzu, karabiberi ve kuru fesleğeni ekleyin.Hafifçe kaynamaya başlayıp kıvamı yoğunlaştığında içerisine haşlayıp süzdüğünüz makarnayı ekleyin.Tahta kaşıkla karıştırarak, makarna kremayı iyice çektiğinde altını kapatın.Servis tabaklarına servis edin. Üzerine isteğe göre rendelenmiş peynir ve bir tutam kuru fesleğen atarak süsleyin. Afiyet olsun!"
451,Karadeniz Rüzgarları Essin: Kaygana,KAHVALTILIK TARİFLERİ,"['9', '99', '23', '8', '35', '3', '185', '34']","['yumurta', 'un', 'süt', 'maydanoz', 'dereotu', 'taze soğan', 'tuz', 'ayçiçek yağı']",5 adet,10 dakika,15 dakika,"Unu, sütü ve tuzu derin bir kabın içerisinde güzelce çırpın.Yumurtaları bu karışıma ilave ederek pürüzsüz bir kıvamda olana kadar karıştırın.İçerisine ince ince doğranmış; maydanoz, taze soğan ve dereotunu da ekleyin.Tüm malzemeleri güzelce karıştırın.Yapışmaz tabanlı bir krep tavasını ocağa alıp ısıtın. Tavaya 1 yemek kaşığı sıvı yağı ekleyin ve yağ kızınca hazırladığınız kaygana hamurundan bir kepçe alın ve tavaya yayın.Altlı üstlü çevirerek güzelce pişirin. Tüm karışımı tavaya her seferinde 1'er yemek kaşığı sıvı yağ ilave ederek bu şekilde pişirin.Pişen kayganaları bir servis tabağına alın.Afiyet olsun!"
